QKEY,INTERVIEW_START_W116,INTERVIEW_END_W116,DEVICE_TYPE_W116,LANG_W116,FORM_W116,XCITIZEN_W116,XW78NONRESP_W116,XW91NONRESP_W116,SATIS_W116,POL1JB_W116,POL1JBSTR_W116,INSTN_CHR_W116,INSTN_CLGS_W116,INSTN_K12_W116,INSTN_LBRUN_W116,INSTN_TECHCMP_W116,INSTN_SMBUS_W116,INSTN_BNKS_W116,INSTN_MIL_W116,INSTN_LGECRP_W116,MIDCMPGN_W116,MATTERSCONG_W116,CONG_W116,CONGA_W116,PLAN1_W116,HOWPLANVOTE_W116,HOWVOTED_W116,PLANABSENT_W116,FIRSTVOTE22_W116,POL10_W116,REPCONGEX_W116,DEMCONGEX_W116,ISSUECONG_ABTN_W116,ISSUECONG_ECON_W116,ISSUECONG_IMM_W116,ISSUECONG_HEALTH_W116,ISSUECONG_RCE_W116,ISSUECONG_TINVEST2_W116,ISSUECONG_EDUC_W116,ISSUECONG_ENG_W116,ISSUECONG_BINVEST1_W116,ISSUECONG_GUN_W116,ISSUECONG_SCOTUS_W116,ISSUECONG_GOV_W116,ISSUECONG_DEMO_W116,ISSUECONG_CLIM_W116,ISSUECONG_BINVEST2_W116,ISSUECONG_FP_W116,ISSUECONG_COV_W116,ISSUECONG_CRIM_W116,ISSUECONG_VTPOL_W116,ISSUECONG_TINVEST1_W116,DRLEAD_W116,WOMENOBS_W116,OPENIDEN_W116,GOODEVIL_W116,POORASSIST_W116,SUPERPWR_W116,WHADVANT_W116,THERMTRUMP_W116,THERMTRUMP_REFUSED_W116,THERMBIDEN_W116,THERMBIDEN_REFUSED_W116,VTADMIN_COM_W116,VTADMIN_US_W116,VOTETRAITS_a_W116,VOTETRAITS_b_W116,VOTETRAITS_c_W116,VOTETRAITS_d_W116,VTCOUNT_INP_W116,VTCOUNT_ABS_W116,VTEASY_W116,CONCEDECONG_W116,ECON1_W116,ECON1B_W116,PERSFNC_W116,PERSFNCB_W116,ECONCONC_PRICE_W116,ECONCONC_UNEM_W116,ECONCONC_LAB_W116,ECONCONC_ENG2_W116,ECONCONC_SHTG_W116,ECONCONC_REAL_W116,ECONCONC_STCK_W116,ALLIES_W116,ISLMVIOL_W116,REGULATE_W116,WAGEGAP_a_W116,WAGEGAP_b_W116,WAGEGAP_c_W116,VTPPL1_W116,VTPPL2_SUM_W116,ELRULE_FAIR_W116,ELRULE_EASE_W116,ELRULE_PTY_W116,CANDHOUKN_W116,CANDHOUSAT_W116,PREDELEC_a_W116,PREDELEC_b_W116,GAYMARR2_W116,MARIJUANA3_W116,EMPLSIT_W116,BOSS_W116,PRESSURESELF_a_W116,PRESSURESELF_b_W116,PRESSURESELF_c_W116,JAN6ATTN_W116,JAN6CMTHEAR_W116,JAN6CONFCM_W116,JAN6_DTRESP_W116,CHINA_RIGHTS_W116,CHINA_ECONCOMP_W116,CHINA_MILPOWER_W116,CHINA_TAIWAN_W116,CHINA_RUSSIA_W116,CHINA_XI_W116,VISITS2_W116,REG_W116,PLANREG_W116,VOTE_MOTIV_W116,HORSE_W116,ERNLAB_CPS_W112,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_VOTED2020,F_VOTEGEN2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W116
201801060183,10/11/2022 19:22:45,10/11/2022 19:34:39,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1, , ,3,1,2, ,1,3, ,3,2,3,4,3,3,1,2, , , ,1,1,2, , , , , , ,2,1,1,2,2,2,1,1,1,3,1,1,0, ,50, ,2,2,1,1,2,1,2,2, ,2,3,3,3,3,1,1,2,1,1,1,2,1,2,1,3,3,2,2, , ,3,3,2,2,2,2,2,1,5, , , , ,3,3,3,1,2,2,2,3,2,3,2,1, ,3,2,2,1,4,9,1,3,2,2,3,2, ,1,2,2,1,1,3,1,2,1,5,2, ,2,3,1,2,4,3,2,2,1,1.0646036484041979
201801060261,10/11/2022 17:34:09,10/11/2022 17:47:42,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2, , ,2,1,4,4,1,2, , ,2,3,2,3,2,1,2, , , ,1,2,3, , , , , , ,2,2,1,1,1,3,2,1,1,1,2,1,0, ,75, ,1,2,1,1,2,2,3,1, ,2,3,3,4,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1, , ,3,3,3,3,2,2,1,1,1,3,1,2,2,2,2,2,1,1,1,2,2,2,1,99,1, ,1,4,1,1,4,9,2,3,2,3,2,1,1,1,4,3,1,1,1,12, ,3,6,4,2,2,4,1,2,9,4,2,1,2,0.9126947268880818
201801060563,10/12/2022 13:48:34,10/13/2022 11:31:27,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2, , ,3,2,3, ,3, , , , ,2,3,5,2,1,2, , , ,1,2,4, , , , , , ,2,2,2,3,4,1,2,1,1,1,1,4,85, ,15, ,1,1,1,1,2,2,1,3, ,3,3,99,4,3,1,4,1,1,1,2,3,1,1,1,1,1,1,1, , ,3,2,3,3,1,1,2,1,1,3,1,4,2,1,3,4,3,2,1,2,3,1,2,2,1, ,4,3,1,1,1,1,3,3,2,3,2,2, ,1,1,1,1,1,1,2,2,2,4,4,1,1,2,2, ,9,3,1,1,3,1.1548217816887192
201801060775,10/15/2022 06:00:27,10/15/2022 06:11:46,2,1,2,1,2,2,1,1,2,99,99,99,99, , , ,99,99,4,4,4,4,3, , , , ,99,99,99,1,1,1,1,1,3, , , ,1,2,3,1,2,2, , , , , ,3,2,1,2,1,1,2,50, ,50, ,2,2, , , , , , ,1,3,3,3,2,1,1,3,2,1,1,1,1,99,99,99,3,3,1, ,2,1, , ,4,99,99,99,1,1,1,3,1,2,2,3,3,2,2,99,99,99,99,99,99,99,2,1,5, ,1,1,1,1,2,1,2,1,6,2, ,1,1,1,1,1,2,2,2,2,6,3,99,9,9,99, ,8,3,1,2,2,4.21986785242281
201801060802,10/14/2022 02:43:08,10/14/2022 02:52:20,2,1,2,1,2,2,2,1,2,2,1,1,1, , , ,1,2,2,1,2, ,1,4, , ,2,3,4,2,1,3,1,1,2,1, , , ,1,1,4,1,1,4, , , , , ,2,2,1,2,1,2,1,0, ,70, ,1,1, , , , , , ,1,1,3,1,3,1,2,1,2,1,1,1,3,1,2,1,3,2,1, ,1,1, , ,3,2,2,2,1,1,2,3,4,2,4,2,2,1,1,1,2,2,1,2,2,1,1, ,1,2,2,1,1,1,2,1,1,3,2,2, ,1,4,4,1,1,6,12, ,3,6,2, ,2,4,1,2,4,5,1,2,2,1.4712020161692727
201801060810,10/11/2022 21:14:47,10/11/2022 21:29:08,2,1,2,1,2,2,2,1,1,2,2,1,2, , , ,1,2,2,1,2, ,1,3, ,2,2,1,3,3,1,2,2,1,2,2, , , ,1,1,3,1,2,4, , , , , ,2,1,1,2,1,1,1,0, ,80, ,1,1, , , , , , ,1,1,3,1,2,1,2,3,1,2,3,2,2,1,2,1,1,1,1, ,1,1, , ,3,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,2,2,1,1, ,1,2,2,1,1,1,1,3,1,1,6,2, ,1,1,1,1,1,1,5, ,4,4,2, ,2,4,1,2,9,4,1,2,3,0.9452181935106028
201801060823,10/11/2022 16:20:59,10/11/2022 16:30:16,1,1,2,1,2,2,2,2,2,2,1,1,2, , , ,1,2,2,2,2, ,1,3, ,3,2,1,3,4,1,1,2,1,2,1, , , ,1,1,3,1,2,3, , , , , ,2,2,2,2,1,1,2,0, ,50, ,2,2, , , , , , ,2,1,3,1,3,1,2,2,2,2,1,2,2,1,1,2,2,2,1, ,3,1, , ,3,3,1,1,1,1,1,3,3,2,3,2,1,2,1,2,2,2,1,1,1,2,1, ,3,2,2,1,1,1,2,3,2,1,5,2, ,1,1,1,1,1,1,5, ,4,4,2, ,2,4,1,2,9,4,1,2,2,1.1098348874843071
201801060898,10/11/2022 16:28:38,10/11/2022 16:47:35,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2, , ,1,1,1, ,1,2, , ,2,2,1,5,4,1,1, , , ,1,4,1, , , , , , ,1,1,1,1,4,1,1,2,2,2,1,4,100, ,0, ,2,2,1,1,1,1,1,3, ,3,4,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2, , ,3,3,1,2,1,1,2,2,5, , , , ,1,1,4,3,1,1,1,1,1,1,1,1, ,1,1,2,1,1,1,2,3,1,3,2,2, ,1,1,1,1,1,1,2,2,2,2,3,1,1,2,1,1,6,3,2,2,2,1.5099912030679445
201801060937,10/12/2022 09:23:47,10/12/2022 09:43:15,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1, , ,2,1,2, ,1,2, , ,2,3,3,3,1,2,2, , , ,2,1,2, , , , , , ,2,2,2,2,2,2,2,1,2,1,1,1,0, ,90, ,1,1,1,1,1,1,1,2, ,1,2,3,3,1,1,3,2,1,2,1,3,1,1,1,2,2,1,1, , ,3,3,2,1,2,2,1,1,5, , , , ,2,1,1,1,1,1,1,1,1,2,1,1, ,1,2,2,1,1,1,2,4,1,1,6,2, ,1,1,1,1,1,1,10, ,3,5,2, ,2,4,1,2,9,4,2,2,99,0.7973579868492513
201801060960,10/11/2022 20:04:09,10/11/2022 20:17:47,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2, , ,2,1,2, ,1,2, , ,2,3,5,1,1,2,3, , , ,1,1,4, , , , , , ,1,2,3,4,1,2,2,1,2,1,1,1,0, ,90, ,1,1,1,1,1,1,2,2, ,1,2,3,2,1,2,1,1,2,3,1,2,1,2,1,2,3,1,1, , ,3,3,1,1,2,2,1,1,1,3,1,1,1,3,1,1,1,2,2,2,2,1,1,2,1, ,1,2,1,1,1,1,3,3,2,1,6,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,4,1,2,9,5,2,1,3,0.9252491157010819
201801061021,10/13/2022 12:38:41,10/13/2022 12:50:00,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2, , ,2,3,1, ,1,3, ,1,2,2,3,4,2,1,1, , , ,2,2,1, , , , , , ,2,4,2,2,4,1,1,1,1,1,2,3,90, ,30, ,2,3,1,1,2,2,3,3, ,4,4,2,4,3,1,4,2,2,2,1,4,2,2,2,1,1,2,2, , ,3,2,3,3,1,1,4,3,1,3,1,5,1,1,2,4,3,2,1,1,2,2,2,1,1, ,2,1,2,2,1,1,3,3,2,1,5,2, ,1,1,1,1,1,1,4,2,4,5,3,1,1,2,1,1,4,3,2,2,2,1.0539185324772493
201801061072,10/12/2022 01:09:29,10/12/2022 01:20:28,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1, , ,1,1,2, ,1,2, , ,2,3,2,3,1,2,2, , , ,1,1,4, , , , , , ,2,3,2,1,1,2,2,1,2,3,2,1,0, ,90, ,1,1,1,1,1,1,1,1, ,1,2,1,1,1,2,1,3,3,3,3,2,1,2,1,2,2,1,1, , ,3,3,2,1,2,2,1,1,5, , , , ,2,1,1,1,2,3,2,2,2,3,1,1, ,1,2,2,1,1,1,3,4,2,1,6,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,4,1,2,9,5,1,1,3,1.184278499928857
201801061089,10/15/2022 14:00:27,10/15/2022 14:15:35,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1, , ,2,1,1, ,1,2, , ,2,2,3,3,2,1,1, , , ,2,1,1, , , , , , ,1,4,1,1,3,1,1,1,2,3,1,3,75, ,0, ,2,2,1,1,1,1,2,4, ,2,4,2,3,1,1,1,1,1,2,1,3,2,1,2,1,1,2,1, , ,3,3,2,2,1,1,2,1,2,3,4,2,3,1,1,4,3,1,1,1,1,1,2,1,1, ,1,1,2,1,1,1,2,1,1,2,3,2, ,1,1,1,1,1,6,10, ,3,6,3,1,1,2,1,1,9,3,1,2,3,2.932180943708078
201801061134,10/13/2022 11:33:49,10/13/2022 11:44:49,1,1,2,1,2,2,2,1,1,2,1,1,1, , , ,1,1,1,1,2, ,1,3, ,2,2,3,5,4,1,2,3,2,2,1, , , ,1,1,2,1,1,4, , , , , ,2,2,1,2,1,1,1,0, ,75, ,2,3, , , , , , ,2,1,3,1,2,3,2,2,3,2,3,2,2,1,2,1,1,2,1, ,2,1, , ,2,2,1,2,1,1,5, , , , ,2,1,1,1,1,2,1,1,2,2,1,1, ,1,2,2,1,1,1,2,3,1,1,6,2, ,4,1,1,1,4,1,2,2,2,6,2, ,2,3,1,2,9,3,2,1,3,0.6420883141093101
201801061142,10/11/2022 15:38:14,10/11/2022 22:09:34,2,1,2,1,2,2,2,2,1,1,2,2,1, , , ,1,2,2,2,1, ,1,2, , ,2,3,3,4,3,1,1,2,3,4, , , ,2,2,1,1,3,1, , , , , ,1,1,1,2,3,1,3,85, ,0, ,2,3, , , , , , ,2,3,4,2,3,1,1,2,2,1,1,1,1,2,1,2,1,1,3, ,3,2, , ,4,3,1,1,2,1,1,2,3,2,3,1,2,4,3,3,1,1,2,1,2,1,1, ,3,1,2,1,1,1,2,1,1,1,5,2, ,1,1,1,1,1,6,2,2,2,5,1, ,1,1,1,1,9,2,1,2,2,1.291046996891033
201801061168,10/11/2022 17:02:51,10/11/2022 17:10:41,2,1,2,1,2,2,2,1,2,2,1,1,1, , , ,2,2,1,2,2, ,3, , , , ,3,1,3,1,2,1,1,1,2, , , ,2,2,3,2,1,4, , , , , ,2,2,1,2,1,2,1,0, ,65, ,3,2, , , , , , ,3,1,3,2,3,1,1,3,3,2,2,1,3,1,2,1,3,2,1, ,3,2, , ,3,3,1,1,1,1,1,3,2,1,1,3,2,2,1,3,3,4,2,3,4,2,3,2, , ,2,1,3,7,1,1,1,1,6,2, ,1,1,1,1,1,2,9, ,3,6,2, ,2,4,1,4,9,5,1,2,3,1.485174158333449
201801061302,10/12/2022 18:10:55,10/12/2022 18:29:09,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2, , ,1,1,3, ,2, ,4, ,2,2,3,5,2,1,2, , , ,1,1,1, , , , , , ,1,3,1,1,4,1,1,2,1,3,2,2,75, ,1, ,1,2,1,1,1,1,2,2, ,1,4,2,3,3,1,3,1,1,1,1,2,1,1,2,1,1,1,2, , ,3,3,3,99,2,1,4,2,1,1,2,3,3,2,3,4,3,1,2,1,1,1,1,1,1, ,1,3,2,1,1,2,2,3,1,1,6,2, ,4,3,5,1,4,1,1,1,1,1,3,1,1,1,1,1,5,2,2,1,2,0.46620996833541645
201801061322,10/11/2022 19:27:19,10/11/2022 19:35:50,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1, , ,1,1,2, ,1,3, ,2,2,1,2,2,1,2,2, , , ,2,1,4, , , , , , ,1,2,1,2,1,2,2,1,2,3,2,1,0, ,85, ,1,1,1,1,1,1,1,1, ,1,3,1,3,3,1,3,4,2,3,2,2,1,2,2,3,3,1,1, , ,3,3,2,1,2,2,1,1,1,3,1,1,1,2,1,2,1,3,2,1,3,1,2,1,1, ,1,2,2,1,1,2,2,3,2,1,5,2, ,1,1,1,1,1,2,12, ,3,6,2, ,2,4,1,2,9,4,2,2,3,0.8719616207191234
201801061331,10/16/2022 15:58:02,10/16/2022 16:15:55,2,1,2,1,2,2,2,2,1,1,2,2,2, , , ,2,2,2,1,1, ,1,2, , ,2,2,3,5,1,1,1,2,4,4, , , ,1,1,2,1,4,2, , , , , ,1,1,2,1,2,1,4,90, ,0, ,1,4, , , , , , ,1,2,4,2,3,2,1,4,1,1,2,1,1,2,1,2,3,2,2, ,2,2, , ,3,3,2,1,4,2,1,3,1,2,1,1,2,4,3,1,2,2,2,1,1,1,1, ,1,1,2,1,1,2,2,3,2,2,3,2, ,1,1,1,1,1,3,1,1,1,4,1, ,1,1,1,1,9,2,2,2,3,0.9663353648977723
201801061360,10/13/2022 14:42:16,10/14/2022 21:27:50,3,1,2,1,2,2,2,2,1,1,1,1,1, , , ,1,1,3,1,4,4,3, , , , ,2,3,3,1,1,3,1,2,4, , , ,2,3,1,2,2,1, , , , , ,1,2,2,2,2,1,2,90, ,5, ,2,2, , , , , , ,2,2,3,3,3,3,2,1,1,1,2,1,1,1,1,2,3,1,1, ,2,1, , ,4,4,1,1,2,2,2,3,1,1,1,1,2,2,3,2,2,1,1,1,1,2,1, ,3,4,2,1,1,2,2,3,2,2,4,2, ,1,1,1,1,1,1,2,2,2,6,1, ,1,1,1,1,7,2,1,2,2,0.9305600948055984
201801061463,10/13/2022 18:32:17,10/13/2022 18:49:26,3,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2, , ,1,1,2, ,2, ,3, ,2,3,5,3,1,2,3, , , ,2,1,4, , , , , , ,2,2,2,1,1,2,2,1,2,1,1,2,0, ,90, ,1,2,1,1,1,1,2,2, ,1,3,3,2,3,1,2,3,2,3,3,3,1,2,1,2,2,1,1, , ,3,3,1,1,2,2,1,1,5, , , , ,2,1,1,1,1,2,2,1,2,1,1,1, ,1,2,1,1,1,2,2,4,1,2,3,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,4,1,2,9,5,2,2,3,0.8511405984293403
201801061516,10/11/2022 16:00:14,10/11/2022 16:21:35,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1, , ,2,4,1, ,1,1, , ,1,1,2,3,2,2,2, , , ,2,2,2, , , , , , ,2,2,2,2,2,3,2,2,2,1,2,2,0, ,80, ,2,2,1,2,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2, , ,1,1,2,2,2,2,1,1,3, , , , ,1,3,3,2,1,1,1,1,1,4,2,1, ,3,1,2,1,1,2,2,2,2,1,5,2, ,3,3,5,1,4,1,8, ,4,4,1, ,1,2,99, ,9,4,1,2,2,0.6222468993990857
201801061633,10/11/2022 23:56:40,10/12/2022 00:10:13,2,1,2,1,2,2,2,1,2,1,1,2,2, , , ,1,99,2,2,2, ,1,1, , ,2,3,4,3,3,1,3,1,3,2, , , ,2,2,3,2,3,4, , , , , ,2,2,1,1,3,1,1,0, ,80, ,2,2, , , , , , ,2,1,3,2,3,1,1,4,1,1,1,1,2,1,1,1,2,3,1, ,2,1, , ,2,2,2,1,4,2,5, , , , ,2,1,1,1,4,2,2,2,2,3,1,1, ,1,2,2,1,3,5,2,3,2,2,3,2, ,1,2,2,1,1,1,1,1,1,2,2, ,2,3,1,2,99,3,2,2,99,0.9753538775446301
201801061814,10/15/2022 06:16:43,10/15/2022 06:33:04,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,2,3,4,4,1,2, , ,2,2,4,4,2,1,2, , , ,1,3,2, , , , , , ,2,2,1,3,4,3,2,2,2,3,1,3,25, ,25, ,1,2,1,1,1,1,2,3, ,3,4,2,3,3,1,1,1,1,1,1,1,1,2,1,3,2,1,1, , ,3,2,2,3,2,1,1,1,1,3,1,1,1,1,2,4,2,1,1,1,1,1,1,2,1, ,1,4,2,1,1,2,3,3,1,3,2,2, ,1,1,1,1,1,1,2,2,2,6,3,1,1,2,1,1,6,3,1,1,2,1.226535295124515
201801061958,10/12/2022 08:24:23,10/12/2022 08:39:41,1,1,2,1,2,2,2,2,1,99,2,2,2, , , ,1,99,2,2,1, ,1,2, , ,2,2,4,5,3,1,1,2,3,4, , , ,1,2,2,2,3,2, , , , , ,3,1,2,2,2,1,4,51, ,0, ,2,3, , , , , , ,2,3,4,3,2,3,1,3,3,1,2,3,1,2,1,2,1,2,3, ,2,1, , ,2,2,1,1,2,2,5, , , , ,1,3,4,3,99,2,1,1,2,2,1,1, ,2,1,2,2,1,2,3,3,1,2,4,2, ,1,1,1,1,1,2,12, ,3,5,4,1,1,1,1,1,3,2,2,2,2,0.686805639274809
201801061985,10/11/2022 16:00:54,10/11/2022 16:12:32,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,1,1,1, ,1,2, , ,2,2,2,4,1,1,1, , , ,2,1,1, , , , , , ,1,4,1,1,4,1,1,2,1,2,1,3,95, ,0, ,2,3,1,1,1,1,2,4, ,3,4,2,3,2,1,2,2,1,1,3,3,2,1,2,1,2,2,2, , ,1,3,2,2,1,1,3,2,1,2,1,2,1,1,1,4,3,2,1,1,2,1,1,1,1, ,1,1,2,1,1,2,3,2,1,2,3,2, ,1,1,1,1,1,1,1,1,1,3,1, ,1,1,1,1,5,2,1,2,2,1.022873620913693
201801062012,10/12/2022 21:17:25,10/12/2022 21:36:54,2,1,2,1,2,2,2,2,1,1,1,1,2, , , ,1,2,3,3,1, ,1,2, , ,2,3,4,4,3,1,3,2,3,3, , , ,3,3,2,2,2,3, , , , , ,1,2,1,2,2,2,3,50, ,25, ,2,2, , , , , , ,2,3,4,3,4,2,1,3,2,2,2,3,2,1,2,1,2,1,1, ,2,1, , ,3,3,2,2,1,1,1,2,1,1,1,1,2,3,2,2,3,1,2,2,1,2,1, ,2,1,2,1,1,2,2,3,2,2,4,2, ,1,1,1,1,1,3,2,2,2,5,3,1,1,1,1,1,3,2,1,1,2,0.8886077495162383
201801062051,10/11/2022 18:20:13,10/12/2022 14:11:42,2,1,2,1,2,2,2,2,1,1,2,2,1, , , ,1,2,4,1,1, ,99, , , , ,3,2,2,1,1,2,1,4,4, , , ,1,1,2,2,1,3, , , , , ,1,2,1,1,1,2,1,60, ,30, ,1,1, , , , , , ,4,1,2,3,1,3,1,2,1,2,1,1,1,1,2,1,1,1,1, ,1,1, , ,2,2,1,2,4,1,5, , , , ,1,2,2,1,2,1,1,1,2,1,1,1, ,1,1,2,1,1,2,1,4,2,1,5,2, ,4,1,1,1,4,5,2,2,2,1,1, ,1,1,1,1,99,1,1,2,99,1.160573859939579
201801062154,10/10/2022 23:23:54,10/11/2022 00:33:09,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2, , ,1,1,2, ,1,3, ,3,2,3,5,2,1,3,3, , , ,1,1,4, , , , , , ,3,1,4,1,2,2,2,1,1,1,2,1,0, ,55, ,1,2,1,2,1,2,2,2, ,1,4,1,3,1,1,3,2,2,2,2,4,1,2,1,2,2,1,2, , ,3,3,2,2,2,2,1,1,1,3,4,4,3,2,2,2,1,2,3,2,2,1,3,1,1, ,1,2,2,1,1,2,1,1,2,1,5,2, ,1,1,1,1,1,2,9, ,3,5,2, ,2,4,1,2,7,5,2,2,2,0.9254791064571439
201801062179,10/11/2022 16:30:21,10/11/2022 16:39:50,1,1,1,1,2,2,2,99, ,99,1,1,99,1,1,1, , ,4,4,4,4,3, , , , ,3,4,4,1,1,2, , , ,1,2,4, , , , , , ,2,3,2,3,4,3,2,1,2,1,2,1,25, ,50, ,2,2,2,2,2,1,2,2, ,1,4,2,4,1,1,1,4,1,3,1,4,1,2,1,2,1,1,2, , ,1,99,4,99,99,99,1,2,2,2,3,1,1,99,3,99,3,1,2,99,99,3,3,2,3,2, , ,2,1,4,8,1,1,2,2,3,2, ,1,1,1,1,1,6,10, ,3,6,3,99,9,9,2, ,4,5,1,2,2,4.21986785242281
201801062221,10/11/2022 17:20:10,10/13/2022 21:05:35,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2, , ,4,1,2, ,1,3, ,3,2,1,5,3,1,2,3, , , ,1,1,4, , , , , , ,2,2,2,1,2,2,2,1,2,1,2,1,0, ,50, ,2,4,2,2,2,2,1,2, ,2,4,1,3,1,2,4,4,1,4,3,3,1,2,1,3,3,1,2, , ,2,3,4,2,2,2,1,1,2,3,1,1,2,2,3,3,1,1,99,99,99,99,99,1,1, ,4,2,1,2,1,2,2,1,2,2,3,2, ,1,1,1,1,1,2,9, ,3,6,2, ,2,4,1,2,1,5,1,2,1,1.315277628497062
201801062297,10/11/2022 15:26:30,10/11/2022 17:13:36,2,1,2,1,2,2,2,2,1,1,2,1,2, , , ,1,1,1,1,1, ,1,2, , ,2,2,4,4,3,1,1,1,1,4, , , ,1,2,1,1,2,1, , , , , ,1,1,2,1,2,1,3,18, ,0, ,1,1, , , , , , ,1,1,3,2,3,2,1,3,1,1,1,1,1,2,2,2,1,1,2, ,1,1, , ,2,2,1,1,1,1,1,3,1,2,2,1,2,4,2,1,2,3,2,2,2,1,1, ,2,1,2,2,1,2,3,3,1,3,2,2, ,1,1,1,1,1,3,1,2,1,5,1, ,1,1,1,1,7,2,2,2,3,0.888331497768994
201801062310,10/11/2022 17:16:31,10/11/2022 17:26:56,2,1,2,1,2,2,1,2,1,2,1,1,1, , , ,1,1,2,4,1, ,1,2, , ,2,2,2,4,1,2,3,1,3,4, , , ,2,2,2,2,2,2, , , , , ,1,2,1,1,2,2,3,100, ,0, ,2,2, , , , , , ,2,2,3,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1, ,2,1, , ,2,2,1,1,3,2,1,3,1,2,1,1,1,2,1,3,2,2,2,2,2,1,1, ,4,1,2,1,1,2,2,1,2,2,4,2, ,1,1,1,1,1,2,2,2,2,6,1, ,1,2,2, ,2,3,1,2,1,1.59884958477804
201801062327,10/12/2022 18:04:34,10/12/2022 18:24:12,2,1,2,1,2,2,2,1,2,1,1,1,1, , , ,2,2,2,2,2, ,1,3, ,3,2,3,3,4,2,1,1,2,2,3, , , ,2,1,3,2,1,3, , , , , ,3,2,1,2,1,2,1,20, ,71, ,1,1, , , , , , ,2,1,3,3,4,3,2,3,3,2,3,1,4,1,2,1,2,3,1, ,1,1, , ,2,3,2,1,2,1,1,3,3,4,3,2,1,1,1,3,2,2,2,1,3,2,1, ,3,2,1,1,1,2,2,1,1,2,3,2, ,1,1,1,1,1,6,1,1,1,2,3,2,2,3,1,2,2,3,2,1,2,2.0303247136438216
201801062333,10/12/2022 11:43:22,10/12/2022 11:53:03,1,1,2,1,1,2,2,2,1,1,1,1,2, , , ,1,2,1,99,1, ,1,2, , ,2,2,1,5,2,1,1,1,3,4, , , ,1,2,1,1,2,1, , , , , ,1,1,2,1,2,1,2,100, ,1, ,2,2, , , , , , ,3,2,4,2,2,3,1,1,1,1,1,1,1,1,1,2,3,2,2, ,2,1, , ,2,2,1,1,3,1,1,3,1,1,1,1,2,4,3,1,1,1,1,1,1,2,1, ,1,1,2,1,1,2,2,3,2,2,3,2, ,1,1,1,1,1,1,1,1,1,4,1, ,1,1,1,1,6,2,2,2,2,0.9663353648977723
201801062334,10/13/2022 06:27:02,10/13/2022 06:43:03,2,1,2,1,2,2,2,2,1,1,1,1,1, , , ,1,1,4,1,4,4,3, , , , ,2,99,99,1,1,2,1,3,4, , , ,2,2,1,1,3,1, , , , , ,1,2,2,1,3,1,4,100, ,0, ,2,2, , , , , , ,2,2,3,3,99,3,1,3,3,1,1,3,1,2,2,99,1,1,3, ,2,1, , ,4,99,1,1,99,99,2,3,4,4,1,1,3,3,3,1,1,1,1,1,99,2,3,2, , ,2,1,1,2,99,1,2,3,2,2, ,99,1,1,1,99,1,1,1,1,5,1, ,1,9,2, ,99,99,2,2,99,3.9700714593679485
